session_id,client_id,timestamp,duration_sec,action,device_os
100101,1,2024-07-14 08:57,39,check_balance,Android
100106,1,2024-07-14 12:44,28,check_balance,iOS
100103,1,2024-07-14 15:22,47,check_balance,Android
100100,1,2024-07-14 17:35,147,payment_authorization,Android
100104,1,2024-07-14 18:27,54,check_balance,Android
100102,1,2024-07-14 18:34,20,check_balance,iOS
100107,1,2024-07-14 21:42,35,check_balance,Android
100105,1,2024-07-14 22:03,127,payment_authorization,Android
100109,1,2024-07-14 22:38,57,check_balance,Android
100113,1,2024-07-15 12:50,38,check_balance,iOS
100110,1,2024-07-15 16:42,78,payment_authorization,Android
100114,1,2024-07-15 17:23,56,check_balance,iOS
100112,1,2024-07-15 18:06,50,check_balance,iOS
100111,1,2024-07-15 20:46,59,check_balance,iOS
100116,1,2024-07-17 12:58,40,check_balance,Android
100117,1,2024-07-17 19:55,31,check_balance,iOS
100115,1,2024-07-17 21:53,123,payment_authorization,Android
100119,1,2024-07-18 08:16,44,check_balance,iOS
100120,1,2024-07-18 15:23,53,check_balance,Android
100121,1,2024-07-18 17:24,50,check_balance,Android
100118,1,2024-07-18 22:23,123,payment_authorization,iOS
100125,1,2024-07-22 08:02,29,check_balance,Android
100126,1,2024-07-22 09:06,25,check_balance,iOS
100122,1,2024-07-22 15:33,86,payment_authorization,iOS
100124,1,2024-07-22 18:26,17,check_balance,iOS
100123,1,2024-07-22 21:29,54,check_balance,Android
100130,1,2024-08-03 15:15,33,check_balance,iOS
100127,1,2024-08-03 17:14,136,payment_authorization,iOS
100128,1,2024-08-03 17:26,27,check_balance,iOS
100129,1,2024-08-03 19:23,23,check_balance,Android
100132,1,2024-08-04 09:54,39,check_balance,iOS
100131,1,2024-08-04 12:20,131,payment_authorization,Android
100133,1,2024-08-04 18:13,51,check_balance,iOS
100134,1,2024-08-11 10:48,171,payment_authorization,iOS
100135,1,2024-08-11 11:52,24,check_balance,Android
100140,1,2024-08-11 12:03,18,check_balance,Android
100137,1,2024-08-11 12:54,19,check_balance,iOS
100141,1,2024-08-11 16:07,57,check_balance,iOS
100138,1,2024-08-11 16:16,21,check_balance,iOS
100139,1,2024-08-11 17:37,112,payment_authorization,iOS
100136,1,2024-08-11 20:09,60,check_balance,iOS
100142,1,2024-08-13 07:40,41,payment_authorization,Android
100145,1,2024-08-13 15:45,38,check_balance,iOS
100143,1,2024-08-13 18:01,13,check_balance,Android
100144,1,2024-08-13 21:25,37,check_balance,iOS
100148,1,2024-08-14 16:38,37,check_balance,iOS
100147,1,2024-08-14 17:33,28,check_balance,Android
100149,1,2024-08-14 20:44,17,check_balance,iOS
100146,1,2024-08-14 22:13,179,payment_authorization,Android
100153,1,2024-08-16 09:53,15,check_balance,iOS
100152,1,2024-08-16 10:43,40,check_balance,iOS
100151,1,2024-08-16 13:42,26,check_balance,Android
100150,1,2024-08-16 18:22,54,payment_authorization,Android
100155,1,2024-08-22 09:26,32,check_balance,Android
100158,1,2024-08-22 09:36,42,check_balance,iOS
100157,1,2024-08-22 12:38,29,check_balance,Android
100154,1,2024-08-22 19:47,173,payment_authorization,Android
100156,1,2024-08-22 21:58,56,check_balance,iOS
100162,1,2024-08-25 08:11,27,check_balance,Android
100159,1,2024-08-25 08:26,59,payment_authorization,Android
100160,1,2024-08-25 11:51,37,check_balance,iOS
100161,1,2024-08-25 17:59,52,check_balance,Android
100163,1,2024-08-25 22:21,32,check_balance,iOS
100166,1,2024-08-28 13:19,56,check_balance,Android
100165,1,2024-08-28 14:29,31,check_balance,iOS
100167,1,2024-08-28 20:36,48,check_balance,iOS
100164,1,2024-08-28 21:25,165,payment_authorization,iOS
100171,1,2024-09-01 14:07,28,check_balance,Android
100168,1,2024-09-01 14:41,138,payment_authorization,Android
100169,1,2024-09-01 15:26,27,check_balance,iOS
100172,1,2024-09-01 16:42,29,check_balance,iOS
100170,1,2024-09-01 20:32,17,check_balance,Android
100174,1,2024-09-02 09:00,41,check_balance,Android
100175,1,2024-09-02 10:08,34,check_balance,iOS
100173,1,2024-09-02 13:31,95,payment_authorization,Android
100176,1,2024-09-02 16:35,52,check_balance,Android
100179,1,2024-09-06 12:07,35,check_balance,iOS
100180,1,2024-09-06 13:10,49,check_balance,Android
100178,1,2024-09-06 14:45,50,check_balance,Android
100177,1,2024-09-06 16:32,177,payment_authorization,Android
100181,1,2024-09-06 21:44,33,check_balance,iOS
100182,1,2024-09-09 11:55,109,payment_authorization,Android
100183,1,2024-09-09 13:49,20,check_balance,iOS
100184,1,2024-09-09 16:40,17,check_balance,iOS
100188,1,2024-09-10 10:49,50,check_balance,Android
100186,1,2024-09-10 11:11,48,check_balance,iOS
100187,1,2024-09-10 20:48,51,check_balance,iOS
100185,1,2024-09-10 21:54,56,payment_authorization,iOS
100190,1,2024-09-12 15:04,40,check_balance,Android
100191,1,2024-09-12 18:19,60,check_balance,Android
100189,1,2024-09-12 22:35,112,payment_authorization,Android
100192,1,2024-09-15 08:12,124,payment_authorization,Android
100194,1,2024-09-15 15:37,45,check_balance,iOS
100193,1,2024-09-15 18:55,15,check_balance,Android
100196,1,2024-09-23 09:51,31,check_balance,iOS
100198,1,2024-09-23 11:45,38,check_balance,Android
100197,1,2024-09-23 16:41,21,check_balance,iOS
100195,1,2024-09-23 22:02,68,payment_authorization,iOS
100199,1,2024-10-11 10:33,142,payment_authorization,iOS
100200,1,2024-10-11 20:41,33,check_balance,Android
100201,1,2024-10-12 16:20,124,payment_authorization,Android
100202,1,2024-10-14 17:40,101,payment_authorization,iOS
100203,1,2024-10-17 12:18,60,payment_authorization,Android
100204,1,2024-10-20 08:48,61,payment_authorization,iOS
100205,1,2024-10-21 17:01,118,payment_authorization,iOS
100206,1,2024-10-22 19:15,160,payment_authorization,iOS
100207,1,2024-10-22 20:08,25,check_balance,Android
100208,1,2024-11-03 11:56,52,payment_authorization,iOS
100209,1,2024-11-05 09:39,111,payment_authorization,iOS
100210,1,2024-11-09 11:16,76,payment_authorization,iOS
100211,1,2024-11-12 16:39,71,payment_authorization,Android
100212,1,2024-11-18 19:40,94,payment_authorization,iOS
100213,1,2024-11-20 09:14,53,payment_authorization,iOS
100214,1,2024-11-22 20:29,174,payment_authorization,iOS
100215,1,2024-11-23 19:05,83,payment_authorization,Android
100216,1,2024-11-26 17:49,153,payment_authorization,iOS
100218,1,2024-12-03 13:55,55,check_balance,Android
100217,1,2024-12-03 16:50,153,payment_authorization,Android
100219,1,2024-12-08 11:04,173,payment_authorization,iOS
100220,1,2024-12-10 12:12,42,payment_authorization,Android
100224,1,2024-12-11 08:03,28,check_balance,Android
100221,1,2024-12-11 11:35,177,payment_authorization,Android
100222,1,2024-12-11 15:32,39,check_balance,Android
100223,1,2024-12-11 22:07,147,payment_authorization,iOS
100225,1,2024-12-12 07:20,167,payment_authorization,iOS
100226,1,2024-12-13 11:06,123,payment_authorization,iOS
100227,1,2024-12-25 08:41,128,payment_authorization,Android
100228,1,2024-12-26 10:31,62,payment_authorization,iOS
100229,1,2025-01-06 12:41,132,payment_authorization,iOS
100230,1,2025-01-06 19:21,40,check_balance,Android
100231,1,2025-01-12 14:23,111,payment_authorization,iOS
100232,1,2025-01-15 08:21,160,payment_authorization,Android
100233,1,2025-01-18 14:18,136,payment_authorization,Android
100234,1,2025-01-20 16:43,88,payment_authorization,iOS
100235,1,2025-01-24 21:12,92,payment_authorization,iOS
100236,1,2025-01-27 13:21,135,payment_authorization,iOS
100237,1,2025-01-31 22:55,162,payment_authorization,iOS
100238,1,2025-02-03 12:12,120,payment_authorization,Android
100239,1,2025-02-04 10:16,106,payment_authorization,Android
100240,1,2025-02-09 08:38,61,payment_authorization,Android
100241,1,2025-02-13 20:07,40,payment_authorization,Android
100242,1,2025-02-16 18:31,84,payment_authorization,iOS
100243,1,2025-02-20 11:54,180,payment_authorization,iOS
100244,1,2025-02-20 18:14,13,check_balance,iOS
100245,1,2025-02-22 21:28,170,payment_authorization,iOS
100246,1,2025-02-25 16:46,103,payment_authorization,iOS
100247,1,2025-02-27 13:49,136,payment_authorization,iOS
100248,1,2025-03-01 17:58,32,payment_authorization,Android
100249,1,2025-03-02 19:27,164,payment_authorization,Android
100250,1,2025-03-03 18:13,114,payment_authorization,iOS
100251,1,2025-03-04 17:47,175,payment_authorization,iOS
100252,1,2025-03-04 21:27,42,check_balance,Android
100253,1,2025-03-05 10:58,112,payment_authorization,iOS
100254,1,2025-03-05 11:28,58,check_balance,Android
100256,1,2025-03-08 15:19,20,check_balance,Android
100255,1,2025-03-08 21:53,122,payment_authorization,iOS
100257,1,2025-03-12 07:25,105,payment_authorization,Android
100258,1,2025-03-12 14:19,125,payment_authorization,Android
100259,1,2025-03-14 09:56,50,payment_authorization,Android
100260,1,2025-03-15 11:48,159,payment_authorization,iOS
100261,1,2025-04-03 07:11,155,payment_authorization,iOS
100262,1,2025-04-04 22:34,146,payment_authorization,iOS
100263,1,2025-04-07 11:33,178,payment_authorization,iOS
100264,1,2025-04-07 19:04,44,check_balance,iOS
100265,1,2025-04-08 20:36,76,payment_authorization,iOS
100266,1,2025-04-10 09:59,126,payment_authorization,iOS
100267,1,2025-04-10 22:42,167,payment_authorization,Android
100268,1,2025-04-18 07:36,169,payment_authorization,Android
100269,1,2025-04-20 07:55,58,payment_authorization,iOS
100271,1,2025-04-23 15:38,53,check_balance,iOS
100270,1,2025-04-23 22:26,82,payment_authorization,iOS
100273,1,2025-04-24 11:52,56,check_balance,Android
100272,1,2025-04-24 20:02,85,payment_authorization,iOS
100274,1,2025-04-25 16:13,107,payment_authorization,iOS
100275,1,2025-04-26 20:59,74,payment_authorization,Android
100276,1,2025-04-27 11:43,111,payment_authorization,Android
100277,1,2025-04-27 14:11,58,check_balance,Android
100278,1,2025-05-01 18:14,173,payment_authorization,Android
100279,1,2025-05-05 16:25,114,payment_authorization,iOS
100280,1,2025-05-09 07:21,98,payment_authorization,Android
100281,1,2025-05-12 09:28,85,payment_authorization,Android
100282,1,2025-05-12 12:58,10,check_balance,iOS
100283,1,2025-05-17 14:43,82,payment_authorization,Android
100284,1,2025-05-18 07:19,121,payment_authorization,Android
100285,1,2025-05-18 15:06,56,check_balance,Android
100286,1,2025-05-19 20:10,174,payment_authorization,iOS
100288,1,2025-05-21 14:36,25,check_balance,Android
100287,1,2025-05-21 19:19,105,payment_authorization,iOS
100289,1,2025-05-22 09:29,155,payment_authorization,Android
100290,1,2025-05-22 10:08,56,check_balance,Android
100291,1,2025-05-28 21:57,38,payment_authorization,iOS
100293,1,2025-06-02 13:03,49,check_balance,Android
100292,1,2025-06-02 18:33,68,payment_authorization,iOS
100294,1,2025-06-05 09:44,34,payment_authorization,Android
100295,1,2025-06-08 10:47,57,payment_authorization,iOS
100296,1,2025-06-10 12:59,131,payment_authorization,iOS
100297,1,2025-06-10 15:36,25,check_balance,iOS
100299,1,2025-06-11 08:40,10,check_balance,iOS
100298,1,2025-06-11 12:52,133,payment_authorization,Android
100301,1,2025-06-16 12:02,14,check_balance,Android
100300,1,2025-06-16 12:46,54,payment_authorization,iOS
100302,1,2025-06-19 17:07,83,payment_authorization,iOS
100305,1,2025-06-25 11:53,14,check_balance,Android
100303,1,2025-06-25 21:00,175,payment_authorization,Android
100304,1,2025-06-25 21:43,158,payment_authorization,Android
100306,1,2025-06-26 09:21,99,payment_authorization,Android
100309,1,2025-07-02 12:28,33,check_balance,Android
100307,1,2025-07-02 13:17,105,payment_authorization,iOS
100308,1,2025-07-02 17:55,111,payment_authorization,Android
100311,1,2025-07-04 13:35,15,check_balance,Android
100310,1,2025-07-04 18:22,172,payment_authorization,Android
100312,1,2025-07-10 19:47,92,payment_authorization,iOS
100313,1,2025-07-12 08:53,46,payment_authorization,iOS
100314,1,2025-07-12 12:30,60,check_balance,iOS
100316,1,2025-07-18 08:25,31,check_balance,Android
100315,1,2025-07-18 22:11,80,payment_authorization,Android
100317,1,2025-07-21 17:15,106,payment_authorization,Android
100318,1,2025-07-26 13:53,104,payment_authorization,Android
100319,1,2025-07-29 19:44,59,payment_authorization,iOS
100320,1,2025-08-03 20:03,142,payment_authorization,Android
100322,1,2025-08-06 19:27,60,check_balance,Android
100321,1,2025-08-06 22:40,65,payment_authorization,Android
100323,1,2025-08-14 12:30,166,payment_authorization,Android
100325,1,2025-08-15 17:41,53,check_balance,Android
100324,1,2025-08-15 19:20,93,payment_authorization,Android
100326,1,2025-08-16 18:58,96,payment_authorization,iOS
100327,1,2025-08-26 15:47,125,payment_authorization,Android
100328,1,2025-09-03 17:41,105,payment_authorization,Android
100329,1,2025-09-10 16:25,109,payment_authorization,Android
100330,1,2025-09-10 17:02,145,payment_authorization,Android
100331,1,2025-09-10 20:45,17,check_balance,iOS
100332,1,2025-09-14 15:38,162,payment_authorization,iOS
100333,1,2025-09-15 08:42,77,payment_authorization,iOS
100335,1,2025-09-20 11:17,58,check_balance,iOS
100334,1,2025-09-20 20:06,139,payment_authorization,Android
100336,1,2025-09-23 21:19,113,payment_authorization,iOS
100337,1,2025-09-26 07:59,129,payment_authorization,Android
100339,1,2025-09-28 12:07,21,check_balance,Android
100338,1,2025-09-28 18:36,51,payment_authorization,iOS
100343,1,2025-10-05 14:06,57,check_balance,iOS
100340,1,2025-10-05 19:22,58,payment_authorization,iOS
100341,1,2025-10-05 20:34,33,check_balance,iOS
100342,1,2025-10-05 20:46,38,check_balance,iOS
100350,1,2025-10-06 10:48,60,check_balance,Android
100349,1,2025-10-06 12:36,27,check_balance,iOS
100348,1,2025-10-06 16:10,30,check_balance,Android
100345,1,2025-10-06 20:47,47,check_balance,Android
100346,1,2025-10-06 21:45,49,check_balance,Android
100351,1,2025-10-06 22:03,27,check_balance,iOS
100344,1,2025-10-06 22:14,60,payment_authorization,iOS
100347,1,2025-10-06 22:35,119,payment_authorization,Android
100354,1,2025-10-13 14:28,14,check_balance,iOS
100355,1,2025-10-13 14:32,57,check_balance,Android
100353,1,2025-10-13 18:17,50,check_balance,Android
100356,1,2025-10-13 19:59,33,check_balance,Android
100352,1,2025-10-13 20:34,155,payment_authorization,iOS
100357,1,2025-10-18 12:31,121,payment_authorization,iOS
100360,1,2025-10-18 13:35,46,check_balance,iOS
100358,1,2025-10-18 14:13,37,check_balance,iOS
100359,1,2025-10-18 15:17,30,check_balance,Android
100361,1,2025-10-18 17:54,41,check_balance,Android
100365,1,2025-10-23 10:55,27,check_balance,iOS
100362,1,2025-10-23 11:31,61,payment_authorization,iOS
100363,1,2025-10-23 15:00,37,check_balance,iOS
100364,1,2025-10-23 19:58,18,check_balance,Android
100370,1,2025-11-01 08:00,54,check_balance,Android
100367,1,2025-11-01 09:45,16,check_balance,iOS
100368,1,2025-11-01 11:30,14,check_balance,iOS
100366,1,2025-11-01 14:15,89,payment_authorization,Android
100369,1,2025-11-01 17:14,43,check_balance,Android
100378,1,2025-11-02 10:48,17,check_balance,Android
100375,1,2025-11-02 11:40,57,check_balance,iOS
100372,1,2025-11-02 13:23,29,check_balance,iOS
100373,1,2025-11-02 14:49,58,check_balance,iOS
100371,1,2025-11-02 15:10,52,payment_authorization,iOS
100374,1,2025-11-02 17:58,142,payment_authorization,Android
100377,1,2025-11-02 21:13,15,check_balance,iOS
100376,1,2025-11-02 22:26,49,check_balance,Android
100380,1,2025-11-05 08:54,52,check_balance,Android
100381,1,2025-11-05 11:33,48,check_balance,iOS
100379,1,2025-11-05 12:18,171,payment_authorization,Android
100382,1,2025-11-05 19:25,28,check_balance,iOS
100383,1,2025-11-05 20:57,60,check_balance,iOS
100384,1,2025-11-06 09:35,122,payment_authorization,Android
100386,1,2025-11-06 13:34,53,check_balance,iOS
100385,1,2025-11-06 14:55,46,check_balance,Android
100387,1,2025-11-16 11:11,97,payment_authorization,iOS
100389,1,2025-11-16 16:18,50,check_balance,Android
100388,1,2025-11-16 22:03,60,check_balance,Android
100392,1,2025-11-17 16:20,35,check_balance,iOS
100391,1,2025-11-17 16:58,23,check_balance,iOS
100390,1,2025-11-17 22:23,51,payment_authorization,Android
100396,1,2025-11-22 09:00,55,check_balance,iOS
100394,1,2025-11-22 17:38,13,check_balance,Android
100395,1,2025-11-22 18:47,52,check_balance,iOS
100393,1,2025-11-22 22:25,141,payment_authorization,iOS
100401,1,2025-11-23 12:45,46,check_balance,iOS
100400,1,2025-11-23 20:27,27,check_balance,iOS
100398,1,2025-11-23 20:55,27,check_balance,iOS
100399,1,2025-11-23 20:57,11,check_balance,Android
100397,1,2025-11-23 21:29,125,payment_authorization,iOS
100407,1,2025-11-27 11:20,25,check_balance,Android
100404,1,2025-11-27 11:47,42,check_balance,iOS
100402,1,2025-11-27 19:32,70,payment_authorization,Android
100406,1,2025-11-27 20:58,55,check_balance,Android
100409,1,2025-11-27 21:04,46,check_balance,Android
100405,1,2025-11-27 21:37,75,payment_authorization,iOS
100403,1,2025-11-27 22:36,53,check_balance,iOS
100408,1,2025-11-27 22:46,30,check_balance,Android
200001,2,2024-01-02 08:10,46,check_balance,Android
200000,2,2024-01-02 12:12,53,payment_authorization,Android
200002,2,2024-01-03 20:58,120,payment_authorization,iOS
200003,2,2024-01-03 21:50,92,payment_authorization,Android
200004,2,2024-01-10 16:18,137,payment_authorization,iOS
200005,2,2024-01-12 13:17,127,payment_authorization,Android
200007,2,2024-01-19 08:57,59,check_balance,Android
200006,2,2024-01-19 16:43,99,payment_authorization,iOS
200009,2,2024-01-20 12:34,60,check_balance,iOS
200008,2,2024-01-20 14:24,89,payment_authorization,iOS
200010,2,2024-01-26 08:22,74,payment_authorization,iOS
200011,2,2024-01-26 20:47,54,check_balance,Android
200012,2,2024-02-01 19:52,174,payment_authorization,iOS
200013,2,2024-02-01 20:00,44,payment_authorization,iOS
200014,2,2024-02-07 14:24,63,payment_authorization,Android
200015,2,2024-02-08 18:39,164,payment_authorization,Android
200017,2,2024-02-12 19:27,60,check_balance,Android
200016,2,2024-02-12 22:46,107,payment_authorization,Android
200018,2,2024-02-24 16:03,87,payment_authorization,iOS
200019,2,2024-02-25 13:42,175,payment_authorization,iOS
200020,2,2024-02-25 22:51,49,check_balance,iOS
200021,2,2024-02-27 07:20,90,payment_authorization,Android
200023,2,2024-02-29 13:16,60,check_balance,iOS
200022,2,2024-02-29 14:05,32,payment_authorization,Android
200024,2,2024-03-02 14:53,156,payment_authorization,Android
200025,2,2024-03-04 11:38,71,payment_authorization,Android
200026,2,2024-03-04 12:01,30,check_balance,Android
200027,2,2024-03-10 15:52,49,payment_authorization,iOS
200028,2,2024-03-16 08:07,141,payment_authorization,iOS
200029,2,2024-03-16 11:12,36,check_balance,Android
200030,2,2024-03-19 08:22,170,payment_authorization,Android
200031,2,2024-03-19 08:27,15,check_balance,Android
200032,2,2024-03-22 11:13,104,payment_authorization,iOS
200034,2,2024-03-23 13:11,38,check_balance,iOS
200033,2,2024-03-23 15:02,53,payment_authorization,Android
200035,2,2024-03-24 09:32,45,payment_authorization,iOS
200036,2,2024-03-27 18:59,88,payment_authorization,iOS
200037,2,2024-03-28 20:39,90,payment_authorization,Android
200038,2,2024-03-28 22:54,55,check_balance,iOS
200039,2,2024-03-29 18:24,67,payment_authorization,iOS
200041,2,2024-04-03 11:52,50,check_balance,iOS
200040,2,2024-04-03 13:06,40,payment_authorization,Android
200042,2,2024-04-04 09:09,129,payment_authorization,Android
200044,2,2024-04-04 10:36,47,check_balance,iOS
200043,2,2024-04-04 12:23,180,payment_authorization,Android
200046,2,2024-04-04 17:38,40,check_balance,iOS
200045,2,2024-04-04 18:44,118,payment_authorization,Android
200047,2,2024-04-07 21:15,39,payment_authorization,Android
200048,2,2024-04-11 19:41,125,payment_authorization,iOS
200052,2,2024-04-15 10:49,43,check_balance,iOS
200049,2,2024-04-15 15:12,64,payment_authorization,Android
200050,2,2024-04-15 15:49,52,payment_authorization,iOS
200051,2,2024-04-15 17:25,161,payment_authorization,iOS
200053,2,2024-04-25 10:07,38,payment_authorization,Android
200054,2,2024-04-25 19:12,27,check_balance,Android
200055,2,2024-04-27 17:19,91,payment_authorization,Android
200056,2,2024-05-03 14:19,71,payment_authorization,Android
200057,2,2024-05-06 07:20,84,payment_authorization,iOS
200058,2,2024-05-10 15:51,151,payment_authorization,iOS
200059,2,2024-05-13 08:40,100,payment_authorization,Android
200060,2,2024-05-23 08:08,131,payment_authorization,iOS
200061,2,2024-05-23 16:41,48,check_balance,Android
200063,2,2024-05-26 11:09,43,check_balance,iOS
200062,2,2024-05-26 16:49,113,payment_authorization,Android
200064,2,2024-05-27 17:05,111,payment_authorization,iOS
200065,2,2024-06-01 08:52,179,payment_authorization,iOS
200066,2,2024-06-07 19:20,159,payment_authorization,Android
200067,2,2024-06-15 10:48,173,payment_authorization,iOS
200068,2,2024-06-19 15:55,137,payment_authorization,Android
200069,2,2024-06-22 09:36,179,payment_authorization,iOS
200071,2,2024-06-24 10:12,31,check_balance,Android
200070,2,2024-06-24 14:01,106,payment_authorization,Android
200072,2,2024-06-25 14:05,76,payment_authorization,iOS
200073,2,2024-06-26 11:04,83,payment_authorization,iOS
200074,2,2024-06-28 21:33,141,payment_authorization,Android
200075,2,2024-07-01 08:33,160,payment_authorization,iOS
200076,2,2024-07-01 09:50,16,check_balance,Android
200077,2,2024-07-01 11:38,22,check_balance,Android
200078,2,2024-07-01 21:33,22,check_balance,Android
200080,2,2024-07-07 08:42,15,check_balance,iOS
200079,2,2024-07-07 17:56,114,payment_authorization,iOS
200081,2,2024-07-07 21:36,52,check_balance,Android
200082,2,2024-07-22 07:37,89,payment_authorization,Android
200083,2,2024-07-22 12:29,13,check_balance,iOS
200085,2,2024-07-22 13:51,53,check_balance,Android
200084,2,2024-07-22 21:11,12,check_balance,Android
200086,2,2024-07-23 18:17,73,payment_authorization,Android
200089,2,2024-07-23 21:21,21,check_balance,iOS
200087,2,2024-07-23 22:28,49,check_balance,Android
200088,2,2024-07-23 22:46,15,check_balance,Android
200092,2,2024-07-24 09:26,47,check_balance,Android
200090,2,2024-07-24 14:10,72,payment_authorization,iOS
200091,2,2024-07-24 19:46,13,check_balance,iOS
200093,2,2024-07-27 12:56,37,payment_authorization,iOS
200095,2,2024-07-27 15:02,14,check_balance,Android
