client_id,balance_mean,balance_min,balance_max,balance_last,balance_trend,balance_drop_pct,balance_mean_recent,balance_change_3m,monthly_spend_mean,monthly_spend_recent,burn_rate_ratio,burn_acceleration,tx_count_mean_monthly,tx_count_recent,balance_std,spend_std,cv_balance,monthly_spend_std,failed_tx_rate,failed_tx_rate_recent,spend_repair_total,spend_repair_recent,spend_repair_share,spike_repair,spend_electronics_total,spend_electronics_recent,spend_electronics_share,spike_electronics,spend_clothing_total,spend_clothing_recent,spend_clothing_share,spike_clothing,spend_travel_total,spend_travel_recent,spend_travel_share,spike_travel,max_single_trigger_tx,dominant_trigger_mcc,zero_day_count,zero_day_rate,zero_day_count_recent,consecutive_zero_max,balance_check_freq,balance_check_spike,high_amount_tx_share,failed_spike,urgency_score,has_prior_credit,prior_credit_approved,prior_credit_closed,payments_on_time_rate,payments_late_rate,payments_missed_rate,avg_days_late,max_days_late,credit_score,credit_utilization,dti_ratio,payment_history_pts,dti_pts,payments_on_time,payments_late,payments_missed,total_sessions,total_balance_checks,avg_session_duration_sec,balance_check_ratio,sessions_per_month,sessions_last_3m,balance_checks_last_3m,check_ratio_last_3m,age,monthly_salary,employment_type_enc,is_employed,dependants,account_age_years,marital_encoded,target_share_p4,will_seek_loan
11,4270043.239583333,2192115,6795842,6315664,0.07251247827296008,0.07065761681922564,6306717.142857143,2036673.9032738097,237838.09523809524,183666.66666666666,0.5285291005291005,0.7722340127337524,9.142857142857142,28,1226854.7387287114,27361.972422046274,0.28541787297014015,177105.30053104137,0.07246376811594203,0.0967741935483871,491800,95100.0,0.09846634365114323,1.7528352826647398,1861300,0.0,0.3726624754735114,0.0,383300.0,79900.0,0.07674288231289793,1.889544281369689,507000,111500.0,0.1015096304008329,1.9934989994881103,146900,1021,0,0.0,0,0,0.2269170579029734,0.5748125937031484,0.2552083333333333,1.335483870967742,0.43319496239028116,1.0,1.0,1.0,0.75,0.25,0.0,12.666666666666666,23.0,806.0,0.0,0.0,81.0,110.0,9.0,3.0,0.0,352,145,77.51136363636364,0.4119318181818182,16.761904761904763,43,12,0.27906976744186046,45,450000,0,1,0,7.096509240246407,2,0.9083733699382293,1
12,4651947.204188482,2677877,7334518,7243735,0.06976731521004481,0.012377500471060267,6799312.296296297,2147365.0921078147,259185.7142857143,146300.0,0.5399702380952381,0.5644601223612412,9.095238095238095,27,1234370.1597504239,39585.55403835377,0.26614571484768457,292473.6608409623,0.04020100502512563,0.0,277600,27000.0,0.0510022230796083,1.2061715396691886,305000,84500.0,0.0560363041760826,3.4357507031363808,191600.0,4100.0,0.03520182255782763,0.26537079555978577,3105500,35400.0,0.5705598118649985,0.14136324403168457,186800,3001,0,0.0,0,0,0.2222222222222222,0.391304347826087,0.2617801047120419,0.0,0.2812141993339563,1.0,1.0,0.0,0.5555555555555556,0.3333333333333333,0.1111111111111111,-25.5,12.0,613.0,0.0,0.333,3.0,45.0,10.0,6.0,2.0,341,142,75.19648093841643,0.41642228739002934,16.238095238095237,35,8,0.22857142857142856,57,480000,0,1,2,1.8288843258042438,3,0.10468621540147986,0
13,108685.54609929078,10000,460962,17367,-0.004435806465362244,0.9623244432295938,60826.94736842105,-47858.59873086972,96585.71428571429,81300.0,1.2073214285714287,0.8417393876645466,6.714285714285714,19,107301.85175438586,32969.42113308551,1.2629769784064757,45301.89053134852,0.29850746268656714,0.2692307692307692,192400,40800.0,0.09485776265838387,1.7635000882233354,184100,22700.0,0.09076566582852635,1.0253979834746745,194000.0,24100.0,0.09564660060148893,1.0330841607385146,246900,0.0,0.12172755509540009,0.0,98600,3001,45,0.22388059701492538,0,10,0.20344287949921752,0.26714046822742477,0.2198581560283688,0.9019230769230769,0.3583081701630795,1.0,1.0,1.0,0.6666666666666666,0.3333333333333333,0.0,9.5,22.0,801.0,0.0,0.0,76.0,110.0,8.0,4.0,0.0,331,130,77.38670694864048,0.39274924471299094,15.761904761904763,31,5,0.16129032258064516,25,80000,2,0,0,5.2265571526351815,0,0.0,0
14,1038353.0932642487,323668,1805866,1106322,-0.009614520606640496,0.387373149502787,1076790.1153846155,38437.022120366804,223285.7142857143,125533.33333333333,0.970807453416149,0.5622094263169118,9.19047619047619,26,349318.418646029,33324.66413032858,0.33500070526803544,214473.630746799,0.05392156862745098,0.13333333333333333,249500,33600.0,0.05320963958200042,1.6767512720608504,141800,34300.0,0.030240989550010665,3.011742283230478,224300.0,26300.0,0.04783535935167413,1.459911037324121,2394900,32300.0,0.5107485604606526,0.16792488339367462,167800,3001,0,0.0,0,0,0.21283255086071987,0.9192774936061382,0.24870466321243523,2.4727272727272727,0.6872600538909893,1.0,1.0,0.0,0.4444444444444444,0.5,0.05555555555555555,-34.77777777777778,23.0,639.0,0.0,0.377,9.0,45.0,8.0,9.0,1.0,340,136,79.85,0.4,16.19047619047619,48,18,0.375,36,230000,0,1,0,4.041067761806982,0,0.9774693583273252,1
15,589588.9367816092,121302,989261,468345,-0.004861120328069193,0.5265708442969045,658161.5714285715,68572.63464696228,210966.66666666666,254100.0,1.0548333333333333,1.2044556802022437,8.285714285714286,28,219062.92350900645,20235.010059455628,0.3736398107316478,109265.95688197369,0.07936507936507936,0.125,578300,117800.0,0.1305329210211498,1.1838571843916663,552300,333400.0,0.12466424395639121,3.508308439521713,1490600.0,0.0,0.3364557704895831,0.0,355400,29200.0,0.08022030110827709,0.47749919515407824,86100,5680,0,0.0,0,0,0.21283255086071987,0.8682065217391304,0.28735632183908044,1.5750000000000002,0.6921783545090952,1.0,1.0,0.0,0.5555555555555556,0.3333333333333333,0.1111111111111111,-57.666666666666664,13.0,633.0,0.001,0.383,3.0,45.0,10.0,6.0,2.0,325,136,76.43076923076923,0.41846153846153844,15.476190476190476,49,17,0.3469387755102041,34,200000,1,0,1,2.9130732375085557,1,0.9183459522422831,1
16,1340878.2760416667,511709,2001231,1888938,0.0008309602146705323,0.056111963086720125,1762564.3043478262,421686.0283061594,210952.38095238095,115300.0,0.8438095238095238,0.546568848758465,9.142857142857142,23,372616.78186316,27291.49369862489,0.2757877669010844,198376.1518405063,0.025380710659898477,0.041666666666666664,2007000,16000.0,0.45304740406320543,0.10210000759123927,307100,20600.0,0.06932279909706546,0.8590937670656373,183100.0,29900.0,0.04133182844243792,2.09139472472179,349000,63300.0,0.07878103837471784,2.32290499183642,150600,5211,0,0.0,0,0,0.24100156494522693,0.40591473743647655,0.265625,1.6416666666666666,0.3846509123959151,1.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.0,-53.166666666666664,25.0,723.0,0.0,0.382,73.0,45.0,12.0,6.0,0.0,351,154,71.83190883190883,0.43874643874643876,16.714285714285715,33,9,0.2727272727272727,28,250000,1,0,1,5.6125941136208075,1,0.08622262773722628,0
17,2185093.263681592,1191655,3310864,3089291,0.032652126982223036,0.06692301465720127,3098935.2258064514,913841.9621248594,197590.47619047618,156300.0,0.6586349206349206,0.7910300284378464,9.571428571428571,31,580414.3798521894,19243.915706696665,0.2663420765308351,126821.1532228039,0.01951219512195122,0.0,438900,28300.0,0.10577432881862438,0.5705923234966572,274500,0.0,0.06615414276762906,0.0,1547500.0,56500.0,0.3729454860943751,0.32308951173319744,279000,89400.0,0.06723863691136067,2.835557023186272,84800,5680,0,0.0,0,0,0.2222222222222222,0.391304347826087,0.263681592039801,0.0,0.29213378827482195,1.0,1.0,1.0,0.9166666666666666,0.08333333333333333,0.0,1.0,1.0,830.0,0.0,0.0,105.0,110.0,11.0,1.0,0.0,347,142,73.08933717579251,0.4092219020172911,16.523809523809526,39,8,0.20512820512820512,56,300000,0,1,0,5.0951403148528405,1,0.0,0
18,201546.68674698795,15593,563301,23505,-0.007991674574917743,0.9582727529331565,72363.51851851853,-129183.16822846943,127938.09523809524,110666.66666666667,1.1630735930735931,0.8650016749171847,7.904761904761905,27,162823.5136358212,22459.88089252096,0.8822877712834784,49538.56554433602,0.10270270270270271,0.03571428571428571,648700,37800.0,0.2414486172628131,0.4715513510802885,17100,8000.0,0.006364685301671195,3.7859508208271686,154700.0,27300.0,0.0575799307700897,1.4280829199149538,299800,0.0,0.11158670487959206,0.0,99200,5211,0,0.0,0,0,0.18153364632237873,0.3592578710644677,0.20481927710843373,0.3477443609022556,0.350045370319257,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,690.0,0.0,0.0,70.0,110.0,0.0,0.0,0.0,301,116,79.79069767441861,0.3853820598006645,14.333333333333334,34,6,0.17647058823529413,25,110000,2,0,0,2.2888432580424367,0,0.1378802747791953,0
19,2413700.87150838,1331347,4072230,4066840,0.037193831519505824,0.0013235991090876497,3833540.380952381,1419839.5094440011,237176.19047619047,156300.0,0.641016731016731,0.6590037544923404,8.523809523809524,21,717847.6428043278,32048.947788319834,0.2967716497457872,192963.5248039429,0.0427807486631016,0.08695652173913043,212300,66100.0,0.042624530688457445,3.307208812037112,557700,113600.0,0.11197221274118097,2.163654129991056,151000.0,20800.0,0.030317023711526492,1.463175898502766,2666700,92200.0,0.5354066697452166,0.3672543184700914,175300,3001,0,0.0,0,0,0.20970266040688576,0.6219987021414666,0.2737430167597765,2.032608695652174,0.5056139090225134,1.0,1.0,1.0,0.8333333333333334,0.16666666666666666,0.0,5.5,8.0,818.0,0.0,0.0,93.0,110.0,10.0,2.0,0.0,321,134,77.25856697819314,0.4174454828660436,15.285714285714286,35,12,0.34285714285714286,54,370000,0,1,3,7.110198494182067,2,0.9466559871846215,1
20,993862.693877551,33082,2031653,1260337,-0.004366923648304307,0.37964947754365536,1291217.5357142857,297354.8418367347,259990.47619047618,163300.0,0.8965188834154351,0.628099930400381,9.333333333333334,28,438284.5148587535,37726.258198507196,0.44035306912569894,260111.56242036205,0.04854368932038835,0.034482758620689655,359200,0.0,0.06578995567603209,0.0,304000,68800.0,0.05567969522693139,2.522226877665689,160600.0,42200.0,0.029414996886332832,2.92843915333828,2991200,93400.0,0.5478588959302538,0.347993168884972,190700,3001,0,0.0,0,0,0.23630672926447574,0.1839907860639217,0.25510204081632654,0.7103448275862069,0.27067800884851306,1.0,1.0,0.0,0.4444444444444444,0.5555555555555556,0.0,-25.5,31.0,649.0,0.001,0.375,19.0,45.0,8.0,10.0,0.0,357,151,75.80112044817928,0.42296918767507,17.0,33,4,0.12121212121212122,60,290000,0,1,2,3.0444900752908968,1,0.0,0
21,4538462.239766082,1576987,7792956,7768863,0.10766758229272212,0.00309163814090571,7298303.038461538,2759840.7986954562,222509.52380952382,188900.0,0.4198292902066487,0.8489524257923684,8.142857142857142,26,1757158.7925685404,31011.422514140435,0.38765034537263665,208947.47881886945,0.03932584269662921,0.037037037037037035,185700,51100.0,0.03974147709033321,2.2689435069817714,2442900,125500.0,0.5228026622723478,0.4235968507837412,294000.0,32100.0,0.06291865516724805,0.9002691918482586,316500,116700.0,0.06773385836882316,3.040267717733917,164300,1021,0,0.0,0,0,0.2237871674491393,0.6799939191243539,0.30994152046783624,0.9417989417989417,0.5256742570751797,1.0,1.0,1.0,0.8333333333333334,0.16666666666666666,0.0,8.5,12.0,818.0,0.0,0.0,93.0,110.0,10.0,2.0,0.0,321,143,71.38629283489097,0.4454828660436137,15.285714285714286,41,14,0.34146341463414637,41,530000,0,1,0,6.93223819301848,3,0.9475907384230288,1
22,70299.66165413534,10188,260281,16748,-0.0011126026667034276,0.935654158390355,46729.72222222222,-23569.939431913124,103728.57142857143,95600.0,1.1525396825396825,0.9216361382729651,6.333333333333333,18,49694.14482059598,29137.78008308157,0.8882405053724006,46830.34425302832,0.3282828282828283,0.28,544900,0.0,0.2501491989165863,0.0,129500,48000.0,0.05945002983978332,2.8152049239915344,0.0,0.0,0.0,0.0,349400,65000.0,0.16040031217004086,1.412957179432524,110400,5211,28,0.1414141414141414,1,6,0.21439749608763695,0.45628371945414153,0.21052631578947367,0.852923076923077,0.42454437308468307,1.0,1.0,1.0,0.4166666666666667,0.5833333333333334,0.0,14.571428571428571,27.0,772.0,0.002,0.0,47.0,110.0,5.0,7.0,0.0,335,137,76.67462686567164,0.408955223880597,15.952380952380953,34,9,0.2647058823529412,21,90000,2,0,0,5.976728268309377,1,0.1372891215823153,0
23,3599281.533333333,1863822,5723155,5381334,0.06418045206367769,0.05972597282442988,5376546.178571428,1777264.645238095,182900.0,152266.66666666666,0.5080555555555556,0.8325132130490249,8.571428571428571,28,1078349.8791243746,25265.45691393505,0.3015830462479917,136264.59187918188,0.047619047619047616,0.0,256700,38700.0,0.06683329427998647,1.267628518915482,1761100,85700.0,0.4585123278398292,0.4091699300140883,264200.0,29600.0,0.06878596162357781,0.9420323190917033,103800,0.0,0.027024916035304224,0.0,148300,1021,0,0.0,0,0,0.19874804381846636,0.38283122218418353,0.23333333333333334,0.0,0.2453612209309252,1.0,1.0,1.0,0.9166666666666666,0.08333333333333333,0.0,1.0,1.0,810.0,0.0,0.0,105.0,110.0,11.0,1.0,0.0,316,127,75.36075949367088,0.40189873417721517,15.047619047619047,35,7,0.2,28,360000,0,1,0,4.692676249144422,1,0.33825042881646655,0
24,1159163.7315789473,425049,1886390,1749829,0.005726791797943553,0.07239277137813496,1689078.5714285714,529914.8398496241,214009.52380952382,114866.66666666667,0.8560380952380953,0.5367362378176316,9.047619047619047,28,334990.86976512097,25008.153440965663,0.2896372746438305,172390.36488377737,0.03553299492385787,0.034482758620689655,1961900,16000.0,0.43654042988741043,0.1063604675451566,161100,0.0,0.03584620177117173,0.0,297800.0,59200.0,0.06626318365893819,2.5925917552864943,313700,0.0,0.06980107694361622,0.0,111900,5211,0,0.0,0,0,0.20187793427230047,0.3230535894843276,0.26842105263157895,0.9704433497536945,0.31874424243940597,1.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.0,-59.666666666666664,1.0,730.0,0.0,0.366,80.0,45.0,12.0,6.0,0.0,326,129,80.14723926380368,0.39570552147239263,15.523809523809524,35,6,0.17142857142857143,49,250000,0,1,1,7.707049965776865,1,0.0,0
25,1489983.2834224598,647629,2028306,1919026,0.008038009690198248,0.0538774721368472,1853435.7241379311,363452.4407154713,205323.80952380953,164333.33333333334,0.8555158730158731,0.8003617978570435,8.904761904761905,29,294362.5415075415,27261.28236568987,0.19832196220551335,171274.37608925017,0.04591836734693878,0.03333333333333333,1849600,37400.0,0.4289623822997356,0.17685016704450543,638300,62700.0,0.1480356231736166,0.8591210997518445,196000.0,9600.0,0.045456653833665754,0.4283776959059486,315400,152800.0,0.0731481051996846,4.237145271595616,149000,5211,0,0.0,0,0,0.2378716744913928,0.5483409610983981,0.29411764705882354,0.7259259259259259,0.4407803955544409,1.0,1.0,1.0,0.9166666666666666,0.08333333333333333,0.0,51.0,51.0,790.0,0.0,0.0,85.0,110.0,11.0,1.0,0.0,348,152,75.93103448275862,0.4367816091954023,16.571428571428573,42,12,0.2857142857142857,31,240000,0,1,1,3.6057494866529773,1,0.9220314212641578,1
26,10196292.417475728,4229613,16192017,15462257,0.2092816539207082,0.045069122642349004,15119970.884615384,4923678.467139656,210728.57142857142,122766.66666666667,0.26674502712477394,0.5825819718437169,9.80952380952381,26,3270324.5200616224,19562.02130085888,0.31899705562232034,109114.8484068834,0.01904761904761905,0.037037037037037035,564100,77800.0,0.12747158384742277,1.6571602069965718,586500,55400.0,0.1325333875669446,1.1349657269558828,1294900.0,0.0,0.29261293019682283,0.0,336000,0.0,0.0759270557928276,0.0,93000,5680,0,0.0,0,0,0.20344287949921752,0.7479933110367893,0.25728155339805825,1.9444444444444442,0.5420994182726715,1.0,1.0,1.0,0.9166666666666666,0.08333333333333333,0.0,40.0,40.0,790.0,0.0,0.0,85.0,110.0,11.0,1.0,0.0,340,130,78.7235294117647,0.38235294117647056,16.19047619047619,41,14,0.34146341463414637,28,790000,0,1,3,3.189596167008898,2,0.9603580562659847,1
27,5591224.398989899,2268954,9726054,9264303,0.12439244226847576,0.047475677186246346,8918427.607142856,3327203.2081529573,216109.52380952382,140066.66666666666,0.37913951545530494,0.6481281537139457,9.428571428571429,28,2026187.4415671858,25357.697672456383,0.3640214861269869,186679.5299564521,0.05263157894736842,0.0,2110000,31200.0,0.4649318026573827,0.15970160902842476,290300,54500.0,0.06396668355992331,2.027620248088152,111900.0,0.0,0.024656809818654563,0.0,228200,0.0,0.050283145671286604,0.0,115100,5211,0,0.0,0,0,0.2237871674491393,0.24285497111584067,0.23232323232323232,0.0,0.17868848926382225,1.0,1.0,1.0,0.8333333333333334,0.16666666666666666,0.0,11.0,20.0,818.0,0.0,0.0,93.0,110.0,10.0,2.0,0.0,352,143,75.14488636363636,0.40625,16.761904761904763,33,5,0.15151515151515152,43,570000,1,0,0,4.963723477070499,1,0.38060008220304153,0
28,373219.22222222225,10292,907950,160005,-0.013379525587657598,0.8237733355360978,202503.96,-170715.26222222226,187495.2380952381,148366.66666666666,1.1718452380952382,0.7913089856250316,9.0,25,271618.07030059164,28050.74251294277,0.775875753550337,126617.70601377392,0.08695652173913043,0.10714285714285714,477300,83200.0,0.12122212627622289,1.5419980858215274,1190300,47700.0,0.3023060903134048,0.3544980806339298,184700.0,0.0,0.04690912785086605,0.0,436900,87000.0,0.11096154822979631,1.761526376655774,136900,1021,2,0.00966183574879227,0,2,0.21439749608763695,0.304189146302761,0.24338624338624337,1.2321428571428572,0.40352162598950864,1.0,1.0,1.0,0.4166666666666667,0.3333333333333333,0.25,7.5,24.0,725.0,0.0,0.0,0.0,110.0,5.0,4.0,3.0,344,137,77.74709302325581,0.39825581395348836,16.38095238095238,34,6,0.17647058823529413,36,160000,1,0,1,5.579739904175223,2,0.0,0
